FID_WDPA_O,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,FID_strong,FID_stro_1,OBJECTID,SCAPENAME,PROGRAM,COUNTRY,TYPE,WCS_SH,Reason,CONTINENT,sq_km
13587,67808,67808,1,Sundarbans Reserved Forest,Sundarbans Reserved Forest,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv),Designated,1992,Collaborative governance,Not Reported,Forest Department,Management plan is not implented and not available,State Verified,1856,BD-27;BD-5;BD-58,BGD,BGD,Not Applicable,Not Applicable,53,51,84,,,Bangladesh,South Asia,1,,Asia,386
27126,145580,145580,1,The Sundarbans,Les Sundarbans,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,1997,Collaborative governance,Not Reported,Forest Department,Not Reported,State Verified,946,BD-27;BD-5;BD-58,BGD,BGD,Not Applicable,Not Applicable,53,51,84,,,Bangladesh,South Asia,1,,Asia,386
5715,17129,17129,1,Touran,Touran,Wildlife Refuge,Wildlife Refuge,National,IV,Not Applicable,Designated,1976,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,506,IR-12,IRN,IRN,Not Applicable,Not Applicable,104,107,0,,,Iran,,0,,Asia,0
5737,17177,17177,1,Touran,Touran,Protected Area,Protected Area,National,V,Not Applicable,Designated,1976,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,506,IR-12,IRN,IRN,Not Applicable,Not Applicable,104,107,0,,,Iran,,0,,Asia,0
63374,313260,313260,1,Touran,Touran,National Park,National Park,National,II,Not Applicable,Designated,2002,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,506,IR-12,IRN,IRN,Not Applicable,Not Applicable,104,107,0,,,Iran,,0,,Asia,0
640,927,927,1,Khao Yai,Khao Yai,National Park and ASEAN Heritage Park,National Park and ASEAN Heritage Park,National,II,Not Applicable,Designated,1962,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,Not Reported,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,2178
646,933,933,1,Erawan,Erawan,National Park,National Park,National,II,Not Applicable,Designated,1975,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,528
653,940,940,1,Khao Khitchakut,Khao Khitchakut,National Park,National Park,National,II,Not Applicable,Designated,1977,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-22,THA,THA,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,31
893,1405,1405,1,Thungyai Naresuan,Tung Yai  Naresuan,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1974,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,32
894,1406,1406,1,Mae Tuen,Mae Tuen,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1978,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,1012
895,1407,1407,1,Huai Kha Khaeng,Huay Kha Khaeng,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1972,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-61,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,236
900,1412,1412,1,Khao Soi Dao,Khao Soi Dao,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1972,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-22,THA,THA,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,668
902,1414,1414,1,Salak Phra,Salak Phra,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1965,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,812
903,1415,1415,1,Panom Dong Rak,Panom Dong Rak,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1978,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,Not Reported,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,334
904,1416,1416,1,Salawin,Salawin,National Park,National Park,National,II,Not Applicable,Designated,1994,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,TH-58,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,742
906,1418,1418,1,Mae Nam Phachi,Mae Nam Pachi,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1978,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,TH-70,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,494
909,1422,1422,1,Yod Dom,Yod Dom,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1977,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,TH-34,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,241
912,1425,1425,1,Khao Angruenai,Khao Angrunai,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1977,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-24,THA,THA,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,807
1262,2351,2351,1,Angkor,ß×Åßƒåß×öß×ôßƒïß×Çß×Âß×Üß×ûß×Âß×Üß×æßƒüß×ƒß×ùß×Âß×ûÔÇïÔÇï ß×óß×äßƒÆß×éß×Ü,ß×Åßƒåß×öß×ôßƒïß×Çß×Âß×Üß×ûß×Âß×Üß×æßƒüß×ƒß×ùß×Âß×ûÔÇï,Protected Landscape,National,V,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Authority for the Protection and Management of Angkor and the Region of Siem Reap,Not Reported,State Verified,1976,KH-17,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,4
1747,3999,3999,1,Lansaang,Lansang,National Park,National Park,National,II,Not Applicable,Designated,1979,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,105
1749,4001,4001,1,Chalearm Rattanakosin,Chaloem Rattanakosin,National Park,National Park,National,II,Not Applicable,Designated,1980,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,55
1751,4003,4003,1,Sai Yok,Sai Yok,National Park,National Park,National,II,Not Applicable,Designated,1987,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,948
1759,4012,4012,1,Kaengkrachan Forest Complex,Kaeng Krachan,National Park and ASEAN Heritage Park,National Park and ASEAN Heritage Park,National,II,Not Applicable,Designated,1981,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-76,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,3031
2007,4675,4675,1,Mae Ping,Mae Ping,National Park,National Park,National,II,Not Applicable,Designated,1981,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-51,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,106
2164,5118,5118,1,Khuen Si Nakarin,Khaoen Si Nakarin,National Park,National Park,National,II,Not Applicable,Designated,1981,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,1845
2743,7467,7467,1,Taksin Maharat,Taksin Maharat,National Park,National Park,National,II,Not Applicable,Designated,1981,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,256
2744,7468,7468,1,Khlong Lan,Khlong Lan,National Park,National Park,National,II,Not Applicable,Designated,1982,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,Not Reported,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,356
2962,8010,8010,1,Kahilu Wildlife Sanctuary,Kahilu Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1928,Federal or national ministry or agency,Not Reported,Forest Department,Not Reported,State Verified,1687,MM-13,MMR,MMR,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,150
2963,8011,8011,1,Mulayit Wildlife Sanctuary,Mulayit Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1935,Federal or national ministry or agency,Not Reported,Forest Department,Not Reported,State Verified,1687,MM-13,MMR,MMR,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,241
2972,8037,8037,1,Pang Sida,Pang Sida,National Park,National Park,National,II,Not Applicable,Designated,1982,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-27,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,851
2973,8040,8040,1,Thap Lan,Thap Lan,National Park,National Park,National,II,Not Applicable,Designated,1981,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-30,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,2048
3424,9784,9784,1,Om Koi,Om Koi,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1983,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,1116
3527,10118,10118,1,Tonle Sap,ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä ß×æß×ôßƒÆß×øßƒüß×ƒß×Âß×ö,ß×Åßƒåß×öß×ôßƒïß×ößƒÆß×Üß×¥ß×ößƒÆß×Üß×Âß×ƒßƒïß×àßƒÆß×Üß×¥ß×ôß×Ößƒëß×Âß×ä,Multiple Use Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-17,KHM,KHM,Not Applicable,Not Applicable,55,53,90,,,Cambodia,Greater Mekong,0,,Asia,2892
3528,10120,10120,1,Phnom Prech,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ ß×ùßƒÆß×ôßƒåß×ûßƒÆß×Üßƒüß×à,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ,Wildlife Sanctuary,National,IV,Not Applicable,Designated,2017,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-11,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,2190
3529,10121,10121,1,Lumphat,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ ß×øßƒåß×òß×Âß×Åßƒï,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ,Wildlife Sanctuary,National,IV,Not Applicable,Designated,2017,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-16;11,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,2229
3577,10345,10345,1,Phong Nha-Ke Bang,Phong Nha-Kß║╗ B├áng,Vã░ß╗Øn quß╗æc gia,National Park,National,II,Not Applicable,Designated,2013,Government-delegated management,Not Reported,People's Committee of Quang Binh,Not Reported,State Verified,1874,VN-24,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,1210
3593,10365,10365,1,Xuan Nha,Xu├ón Nha,Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,IV,Not Applicable,Designated,2002,Government-delegated management,State,People's Committee of Son La,Not Reported,State Verified,1874,VN-05,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,75
3595,10369,10369,1,Ben En,Bß║┐n En,Vã░ß╗Øn quß╗æc gia,National Park,National,II,Not Applicable,Designated,1992,Government-delegated management,State,People's Committee of Thanh Hoa,Not Reported,State Verified,1874,VN-21,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,1
3598,10375,10375,1,Vu Quang,V┼® Quang,Vã░ß╗Øn quß╗æc gia,National Park,National,II,Not Applicable,Designated,2002,Government-delegated management,State,People's Committee of Ha Tinh,Not Reported,State Verified,1874,VN-23,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,588
3605,10384,10384,1,Dakrong,─É─âkr├┤ng,Khu Bß║úo tß╗ôn thi├¬n nhi├¬n,Nature Reserve,National,Not Reported,Not Applicable,Designated,2014,Government-delegated management,Not Reported,People's Committee of Quang Tri,Not Reported,State Verified,1874,VN-25,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,385
4428,12171,12171,1,Chu Mom Ray,Chã░ Mom Ray,Vã░ß╗Øn quß╗æc gia,National Park,National,II,Not Applicable,Designated,1995,Government-delegated management,State,People's Committee of Kon Tum,Not Reported,State Verified,1874,VN-28,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,525
4429,12176,12176,1,Xe Pian,Xe Pian,National Proteced Area,National Proteced Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Agriculture and Forestry (MAF),Not Reported,State Verified,1982,LA_CH,LAO,LAO,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,2210
4456,12249,12249,1,Preah Vihear,ß×Åßƒåß×öß×ôßƒïß×Çß×Âß×Üß×ûß×Âß×Üß×æßƒüß×ƒß×ùß×Âß×ûÔÇï ß×ûßƒÆß×Üßƒçß×£ß×Àß×áß×Âß×Ü,ß×Åßƒåß×öß×ôßƒïß×Çß×Âß×Üß×ûß×Âß×Üß×æßƒüß×ƒß×ùß×Âß×ûÔÇï,Protected Landscape,National,V,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-13,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,28
4557,12534,12534,1,Mae Yom Phang Khwa,Mae Yom Phang Khwa,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1986,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Not Reported,State Verified,881,TH-58,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,292
6102,18446,18446,1,Khao Laem,Khao Laem,National Park,National Park,National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-71,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,1483
6105,18465,18465,1,Khlong Wang Chao,Klong Wang Chao,National Park,National Park,National,II,Not Applicable,Designated,1990,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,Not Reported,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,678
6106,18467,18467,1,Huai Sala,Huay Sala,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1990,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,Not Reported,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,363
6276,18866,18866,1,Phou Xang He,Phou Xang He,National Proteced Area,National Proteced Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Agriculture and Forestry (MAF),Not Reported,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,877
6277,18872,18872,1,Dong Ampham,Dong Ampham,National Proteced Area,National Proteced Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Agriculture and Forestry (MAF),Not Reported,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,1972
6281,18896,18896,1,Nam Kading,Nam Kading,National Proteced Area,National Proteced Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Agriculture and Forestry (MAF),Management Plan Implesmented availlable,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,1621
6562,19669,19669,1,Mae Wong,Mae Wong,National Park,National Park,National,II,Not Applicable,Designated,1987,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Available,State Verified,881,TH-60,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,891
6565,19672,19672,1,Phu Chong - Na Yoi,Phu Chong - Na Yoi,National Park,National Park,National,II,Not Applicable,Designated,1987,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of National Park",Not Reported,State Verified,881,TH-34,THA,THA,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,689
9235,31258,31258,1,Sadeth Naikrom  - Krom Luang Chumporn (North),Sadej Naikom  - Krom Luang Chumporn (North),Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1988,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-77,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,519
9236,31259,31259,1,Um Phang,Um-Phang,Wildlife Sanctuary,Wildlife Sanctuary,National,Ia,Not Applicable,Designated,1989,Federal or national ministry or agency,Not Reported,"Department of National Park, Wildlife and Plant Conservation Office of Wildlife Conservation",Available,State Verified,881,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,2466
11814,61497,61497,1,Nam Xam,Nam Xam,National Proteced Area,National Proteced Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Agriculture and Forestry (MAF),Process,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,691
11815,61501,61501,1,Phou Hin Poun,Phou Hin Poun,National Proteced Area,National Proteced Area,National,VI,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Agriculture and Forestry (MAF),Not Reported,State Verified,1982,Not Reported,LAO,LAO,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,2192
11829,61595,61595,1,Pu Mat,P├╣ M├ít,Vã░ß╗Øn quß╗æc gia,National Park,National,II,Not Applicable,Designated,2001,Government-delegated management,Not Reported,People's Committee of Nghe An,Not Reported,State Verified,1874,VN-22,VNM,VNM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,971
11898,61943,61943,1,Kulen Promtep,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ ß×éß×╝ß×øßƒéß×ô-ß×ûßƒÆß×Üß×áßƒÆß×ÿß×æßƒüß×û,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-17;13;6,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,4099
13525,67729,67729,1,Thungyai - Huai Kha Khaeng Wildlife Sanctuaries,Sanctuaires de faune de Thung Yai-Huai Kha Khaeng,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii)(ix)(x),Inscribed,1991,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,TH-63,THA,THA,Not Applicable,Not Applicable,60,58,100,,,Myanmar y Thailand,Greater Mekong,1,,Asia,31
14148,68856,68856,1,"Preah Monivong ""Bokor""",ß×ºß×æßƒÆß×Öß×Âß×ôß×çß×Âß×Åß×À ß×ûßƒÆß×Üßƒçß×ÿß×╗ß×ôß×©ß×£ß×äßƒÆß×ƒ (ß×öß×╝ß×Çß×éßƒä),ß×ºß×æßƒÆß×Öß×Âß×ôß×çß×Âß×Åß×À ß×èß×¥ß×ÿ,National Park,National,II,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-7;18,KHM,KHM,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,1404
14151,68861,68861,1,"Preah Jayavaraman-Norodom ""Phnom Kulen""",ß×ºß×æßƒÆß×Öß×Âß×ôß×çß×Âß×Åß×Àß×ûßƒÆß×Üßƒçß×çßƒÉß×Öß×£ß×ÜßƒÆß×ÿßƒÉß×ô-ß×ôß×Üßƒäß×ÅßƒÆß×Åß×ÿ (ß×ùßƒÆß×ôßƒåß×éß×╝ß×øßƒéß×ô),ß×ºß×æßƒÆß×Öß×Âß×ôß×çß×Âß×Åß×À ß×èß×¥ß×ÿ,National Park,National,II,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-17,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,374
14152,68862,68862,1,Virajay,ß×ºß×æßƒÆß×Öß×Âß×ôß×çß×Âß×Åß×À ß×£ß×©ß×Üßƒêß×çßƒÉß×Ö,ß×ºß×æßƒÆß×Öß×Âß×ôß×çß×Âß×Åß×À ß×èß×¥ß×ÿ,National Park,National,II,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-16;19,KHM,KHM,Not Applicable,Not Applicable,56,54,91,,,"Cambodia, Thailand",Greater Mekong,1,,Asia,1025
14152,68862,68862,1,Virajay,ß×ºß×æßƒÆß×Öß×Âß×ôß×çß×Âß×Åß×À ß×£ß×©ß×Üßƒêß×çßƒÉß×Ö,ß×ºß×æßƒÆß×Öß×Âß×ôß×çß×Âß×Åß×À ß×èß×¥ß×ÿ,National Park,National,II,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-16;19,KHM,KHM,Not Applicable,Not Applicable,58,56,93,,,Laos,Greater Mekong,1,,Asia,1130
14153,68864,68864,1,Peam Krasaob,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×ÜßƒâÔÇï ß×ûß×Âß×ÿß×ÇßƒÆß×Üß×ƒßƒäß×ö,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-9,KHM,KHM,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,152
14154,68865,68865,1,Phnom Somkos,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ ß×ùßƒÆß×ôßƒåß×ƒßƒåß×Çß×╗ß×ƒ,ß×èßƒéß×ôß×çß×ÿßƒÆß×Üß×Çß×ƒß×ÅßƒÆß×£ß×ûßƒÆß×Üßƒâ,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1993,Federal or national ministry or agency,State,Ministry of Environment,Not Reported,State Verified,1976,KH-2;9;15,KHM,KHM,Not Applicable,Not Applicable,57,55,92,,,Cambodia,Greater Mekong,1,,Asia,3139
